"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.220000000000255,0.293999999999869,0.252999999999702,0.215000000000146,0.297999999999774,0.372000000000298,0.220000000000255,0.267000000000735,0.294999999999163,0.365000000000691,0.255000000000109,0.180000000000291,0.173999999999978,0.247999999999593,0.214999999999236,0.153999999999542,0.484000000000378,0.231000000000677,0.322000000000116,0.38799999999992,0.259000000000015,0.243000000000393,0.233999999999469,0.235000000000582,0.295000000000073,0.206000000000131,0.274000000000342,0.304000000000087,0.385999999999513,0.252000000000407
0.186999999999898,0.194000000000415,0.159999999999854,0.194999999999709,0.219000000000051,0.179999999999382,0.186999999999898,0.181999999999789,0.190999999999804,0.174999999999272,0.188000000000102,0.186999999999898,0.202000000000226,0.189000000000306,0.194999999999709,0.181999999999789,0.216000000000349,0.181999999999789,0.199999999999818,0.217999999999847,0.207999999999629,0.17200000000048,0.206000000000131,0.182000000000698,0.17200000000048,0.223999999999251,0.189000000000306,0.172999999999774,0.193999999999505,0.197000000000116
0.207999999999629,0.211999999999534,0.227000000000771,0.217999999999847,0.204000000000633,0.226000000000568,0.216999999999643,0.213999999999942,0.207999999999629,0.212999999999738,0.221000000000458,0.216000000000349,0.221999999999753,0.221000000000458,0.233000000000175,0.226999999999862,0.21100000000024,0.226999999999862,0.216000000000349,0.216000000000349,0.212999999999738,0.22400000000016,0.202000000000226,0.213999999999942,0.207999999999629,0.213999999999942,0.213999999999942,0.234000000000378,0.214999999999236,0.208999999999833
0.253999999999905,0.238999999999578,0.273000000000138,0.234999999999673,0.252999999999702,0.247999999999593,0.242999999999483,0.229000000000269,0.255000000000109,0.26299999999992,0.240999999999985,0.228000000000065,0.253999999999905,0.238999999999578,0.286000000000058,0.239999999999782,0.248999999999796,0.243000000000393,0.253999999999905,0.230999999999767,0.266000000000531,0.243999999999687,0.256000000000313,0.244999999999891,0.259000000000015,0.238999999999578,0.245999999999185,0.225999999999658,0.244999999999891,0.265000000000327
0.143999999999323,0.148000000000138,0.153000000000247,0.146999999999935,0.146999999999935,0.146999999999935,0.149999999999636,0.146999999999935,0.145000000000437,0.148999999999432,0.146999999999935,0.149000000000342,0.146999999999935,0.148000000000138,0.146999999999935,0.146999999999935,0.141999999999825,0.144999999999527,0.148000000000138,0.14600000000064,0.146999999999935,0.145000000000437,0.143000000000029,0.148000000000138,0.146999999999935,0.162000000000262,0.153000000000247,0.148000000000138,0.15099999999984,0.144000000000233
0.152000000000044,0.154999999999745,0.158999999999651,0.15900000000056,0.15099999999984,0.153999999999542,0.154999999999745,0.152000000000044,0.152000000000044,0.148000000000138,0.152000000000044,0.154999999999745,0.153000000000247,0.153999999999542,0.158000000000357,0.154999999999745,0.153000000000247,0.152000000000044,0.15099999999984,0.144000000000233,0.148000000000138,0.154000000000451,0.154000000000451,0.15099999999984,0.152000000000044,0.150000000000546,0.146999999999935,0.155000000000655,0.150000000000546,0.152000000000044
0.159999999999854,0.158999999999651,0.157000000000153,0.161000000000058,0.162000000000262,0.158999999999651,0.157000000000153,0.158000000000357,0.159999999999854,0.155999999999949,0.161000000000058,0.158000000000357,0.158000000000357,0.155999999999949,0.153999999999542,0.156999999999243,0.162000000000262,0.155999999999949,0.16399999999976,0.155999999999949,0.159999999999854,0.161000000000058,0.160000000000764,0.152000000000044,0.155000000000655,0.155999999999949,0.154999999999745,0.159999999999854,0.159999999999854,0.15900000000056
0.162999999999556,0.164999999999964,0.170000000000073,0.160000000000764,0.167999999999665,0.164999999999964,0.158999999999651,0.166999999999462,0.166999999999462,0.161999999999352,0.166000000000167,0.162999999999556,0.159999999999854,0.163000000000466,0.167999999999665,0.163000000000466,0.164999999999964,0.161000000000058,0.16399999999976,0.163000000000466,0.166999999999462,0.166999999999462,0.159999999999854,0.168999999999869,0.166000000000167,0.163000000000466,0.166000000000167,0.162000000000262,0.16399999999976,0.164999999999964
0.167000000000371,0.177999999999884,0.170000000000073,0.183999999999287,0.213000000000648,0.326000000000022,0.177999999999884,0.175000000000182,0.185999999999694,0.17699999999968,0.181999999999789,0.194999999999709,0.180000000000291,0.228000000000065,0.199000000000524,0.177999999999884,0.195999999999913,0.17699999999968,0.207999999999629,0.167000000000371,0.167999999999665,0.169999999999163,0.170999999999367,0.174999999999272,0.170999999999367,0.185999999999694,0.17200000000048,0.168999999999869,0.173999999999978,0.167000000000371
0.187000000000808,0.189000000000306,0.1850000000004,0.193000000000211,0.189000000000306,0.188000000000102,0.184999999999491,0.192000000000007,0.206000000000131,0.188000000000102,0.184999999999491,0.182999999999993,0.185999999999694,0.184000000000196,0.187000000000808,0.186999999999898,0.190999999999804,0.188000000000102,0.188999999999396,0.190999999999804,0.190999999999804,0.197000000000116,0.195999999999913,0.190999999999804,0.193000000000211,0.186999999999898,0.382000000000517,0.188000000000102,0.186999999999898,0.189000000000306
