"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
2.21199999999953,2.20999999999913,2.62099999999919,2.8179999999993,2.3949999999968,2.25,2.1710000000021,2.3839999999982,2.19799999999668,2.16500000000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0199999999968,3.01499999999942,3.02300000000105,3.08200000000215,3.0789999999979,3.02500000000146,2.97600000000239,3.04700000000594,3.08499999999913,3.15699999999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.47699999999895,4.54000000000087,4.65999999999622,5.72599999999511,4.82100000000355,4.53600000000006,5.62600000000384,4.80799999999726,4.74199999999837,4.88100000000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.65899999999965,6.77700000000186,7.16700000000128,7.00699999999779,7.56399999999849,6.7390000000014,6.61499999999796,7.10100000000239,7.31199999999808,6.56699999999546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3669999999984,8.76900000000023,9.49300000000221,9.66199999999662,9.03699999999662,9.71300000000338,10.1770000000033,9.52200000000448,8.90099999999802,8.93700000000536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.6549999999988,12.1800000000003,13.3329999999987,12.2660000000033,12.4490000000005,12.9499999999971,12.9939999999988,13.9540000000052,13.4340000000011,12.765999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.747000000003,15.0239999999976,18.0869999999995,17.3919999999998,16.6200000000026,17.4300000000003,15.9919999999984,16.8179999999993,15.9559999999983,16.5270000000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6469999999972,20.6990000000005,20.5200000000041,22.538999999997,19.4799999999959,19.8569999999963,21.7679999999964,19.6879999999946,21.502999999997,18.1580000000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1389999999956,26.7909999999974,25.5559999999969,25.0260000000053,25.3580000000002,26.5500000000029,27.239999999998,23.4700000000012,26.9809999999998,26.7489999999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9270000000033,31.0570000000007,30.7410000000018,32.7189999999973,31.5829999999987,29.0440000000017,36.3020000000033,28.4789999999994,31.1390000000029,32.1080000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
