"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.208000000000538,0.265999999999622,0.237999999999374,0.218999999999141,0.27599999999984,0.391000000000531,0.219000000000051,0.247999999999593,0.272000000000844,0.352000000000771,0.252999999999702,0.175000000000182,0.167999999999665,0.226999999999862,0.192000000000007,0.153999999999542,0.338999999999942,0.221999999999753,0.29700000000048,0.364999999999782,0.243999999999687,0.230999999999767,0.213999999999942,0.222000000000662,0.275000000000546,0.193000000000211,0.26299999999992,0.273000000000138,0.306999999999789,0.243000000000393
0.1899999999996,0.194999999999709,0.162000000000262,0.187999999999192,0.204999999999927,0.181000000000495,0.180000000000291,0.184000000000196,0.192000000000007,0.171999999999571,0.184000000000196,0.181999999999789,0.197000000000116,0.185999999999694,0.187999999999192,0.179999999999382,0.202000000000226,0.181999999999789,0.1899999999996,0.204999999999927,0.202000000000226,0.170000000000073,0.204999999999927,0.177000000000589,0.175000000000182,0.215000000000146,0.1850000000004,0.171000000000276,0.190000000000509,0.208000000000538
0.216999999999643,0.216999999999643,0.222999999999956,0.217000000000553,0.210000000000036,0.22400000000016,0.213999999999942,0.213999999999942,0.203000000000429,0.211999999999534,0.222999999999956,0.216999999999643,0.22899999999936,0.221000000000458,0.231999999999971,0.224999999999454,0.215000000000146,0.222999999999956,0.216999999999643,0.220000000000255,0.208999999999833,0.225000000000364,0.202000000000226,0.217000000000553,0.206000000000131,0.217999999999847,0.219000000000051,0.226999999999862,0.21100000000024,0.212000000000444
0.265000000000327,0.252999999999702,0.265000000000327,0.238000000000284,0.256999999999607,0.255000000000109,0.256000000000313,0.239000000000487,0.266000000000531,0.267000000000735,0.248000000000502,0.235999999999876,0.264000000000124,0.251000000000204,0.282000000000153,0.240999999999985,0.257999999999811,0.254000000000815,0.265000000000327,0.244999999999891,0.273000000000138,0.247000000000298,0.264000000000124,0.255999999999403,0.264000000000124,0.238999999999578,0.252000000000407,0.233999999999469,0.252999999999702,0.274999999999636
0.150000000000546,0.148000000000138,0.154999999999745,0.150000000000546,0.149999999999636,0.148000000000138,0.15099999999984,0.147999999999229,0.148999999999432,0.149999999999636,0.146999999999935,0.148999999999432,0.148000000000138,0.149000000000342,0.155000000000655,0.149999999999636,0.144000000000233,0.148000000000138,0.150000000000546,0.148000000000138,0.149000000000342,0.146999999999935,0.144000000000233,0.149000000000342,0.151000000000749,0.148999999999432,0.152000000000044,0.148999999999432,0.149000000000342,0.146999999999935
0.154999999999745,0.157000000000153,0.15900000000056,0.161000000000058,0.152999999999338,0.157000000000153,0.155999999999949,0.153000000000247,0.154000000000451,0.149999999999636,0.153000000000247,0.155000000000655,0.155999999999949,0.154999999999745,0.157999999999447,0.153999999999542,0.153999999999542,0.153000000000247,0.152000000000044,0.14600000000064,0.152000000000044,0.153999999999542,0.154999999999745,0.153000000000247,0.154000000000451,0.153000000000247,0.15099999999984,0.154999999999745,0.152000000000044,0.152000000000044
0.164000000000669,0.163000000000466,0.159999999999854,0.162000000000262,0.16399999999976,0.161000000000058,0.161000000000058,0.161000000000058,0.163000000000466,0.160000000000764,0.163000000000466,0.159999999999854,0.159999999999854,0.161000000000058,0.157999999999447,0.161000000000058,0.163000000000466,0.157999999999447,0.166000000000167,0.15900000000056,0.163000000000466,0.164999999999964,0.162999999999556,0.153999999999542,0.15900000000056,0.15900000000056,0.155999999999949,0.163000000000466,0.163000000000466,0.159999999999854
0.167999999999665,0.168999999999869,0.173999999999978,0.16399999999976,0.170000000000073,0.170000000000073,0.163000000000466,0.170000000000073,0.167999999999665,0.170000000000073,0.171000000000276,0.167000000000371,0.164999999999964,0.168999999999869,0.168999999999869,0.164999999999964,0.171000000000276,0.164999999999964,0.167000000000371,0.168999999999869,0.168000000000575,0.170000000000073,0.164999999999964,0.168999999999869,0.168000000000575,0.166000000000167,0.167999999999665,0.165999999999258,0.168000000000575,0.168999999999869
0.181000000000495,0.192999999999302,0.186000000000604,0.186999999999898,0.182000000000698,0.186999999999898,0.182999999999993,0.180999999999585,0.182999999999993,0.180000000000291,0.182999999999993,0.188000000000102,0.185999999999694,0.185999999999694,0.186000000000604,0.184000000000196,0.190000000000509,0.181999999999789,0.177999999999884,0.176000000000386,0.179999999999382,0.181000000000495,0.180999999999585,0.184999999999491,0.184999999999491,0.181999999999789,0.184000000000196,0.182000000000698,0.182999999999993,0.175000000000182
0.188000000000102,0.193999999999505,0.1899999999996,0.19800000000032,0.193000000000211,0.194000000000415,0.191000000000713,0.194999999999709,0.192000000000007,0.191000000000713,0.191000000000713,0.189000000000306,0.190999999999804,0.188999999999396,0.192000000000007,0.193000000000211,0.197000000000116,0.193000000000211,0.195999999999913,0.196000000000822,0.197000000000116,0.212000000000444,0.192999999999302,0.195999999999913,0.194999999999709,0.190999999999804,0.190000000000509,0.192000000000007,0.192000000000007,0.193000000000211
